# Pb-Pb, \sqrt{s}=5.02 TeV, centrality 30-50%, MARTINI calculations
# |eta^{jet}| < 2.0, anti-k_t
# pt [GeV]  pt_min [GeV]  pt_max [GeV] RAA, stat. err (R = 0.2, 0.3, 0.4, 0.6, 0.8, 1.0)
2.1100e+02  2.0000e+02  2.2300e+02  6.2668e-01  1.1836e-02  7.0675e-01  1.3170e-02  7.7000e-01  1.3834e-02  8.4372e-01  1.4531e-02  9.3488e-01  1.6342e-02  9.8834e-01  1.6655e-02
2.3700e+02  2.2300e+02  2.5100e+02  6.6954e-01  1.3549e-02  7.1760e-01  1.2993e-02  7.5903e-01  1.2930e-02  8.6524e-01  1.4174e-02  9.4847e-01  1.5428e-02  9.7750e-01  1.5805e-02
2.6600e+02  2.5100e+02  2.8100e+02  6.8362e-01  1.4066e-02  7.4708e-01  1.4650e-02  7.8595e-01  1.4529e-02  8.4426e-01  1.3951e-02  8.9327e-01  1.4505e-02  9.5892e-01  1.5995e-02
2.9850e+02  2.8100e+02  3.1600e+02  6.7155e-01  1.1317e-02  7.2628e-01  1.2117e-02  7.8278e-01  1.3831e-02  8.6684e-01  1.5173e-02  9.1198e-01  1.5044e-02  9.5443e-01  1.5076e-02
3.3500e+02  3.1600e+02  3.5400e+02  6.9598e-01  1.2407e-02  7.4134e-01  1.2327e-02  7.8500e-01  1.2535e-02  8.6394e-01  1.5235e-02  9.4066e-01  1.6648e-02  9.7709e-01  1.7703e-02
3.7600e+02  3.5400e+02  3.9800e+02  6.6133e-01  1.0946e-02  7.1348e-01  1.0771e-02  7.6971e-01  1.1666e-02  8.4622e-01  1.2316e-02  9.0022e-01  1.2639e-02  9.3751e-01  1.4004e-02
4.4950e+02  3.9800e+02  5.0100e+02  6.6164e-01  7.8462e-03  7.1885e-01  8.1322e-03  7.4984e-01  7.8985e-03  8.2208e-01  8.4810e-03  8.7005e-01  8.6197e-03  9.1262e-01  9.0189e-03
5.6550e+02  5.0100e+02  6.3000e+02  6.4181e-01  7.7670e-03  7.0178e-01  8.5447e-03  7.3527e-01  8.4129e-03  7.9763e-01  8.8041e-03  8.4553e-01  9.0255e-03  8.7515e-01  9.1761e-03
7.2200e+02  6.3000e+02  8.1400e+02  6.4883e-01  7.6136e-03  6.9278e-01  8.3940e-03  7.2391e-01  8.2631e-03  7.6790e-01  8.2980e-03  8.0990e-01  8.5942e-03  8.3911e-01  8.9374e-03
9.0700e+02  8.1400e+02  1.0000e+03  6.1287e-01  9.1322e-03  6.5913e-01  9.7844e-03  6.9483e-01  9.9636e-03  7.4631e-01  1.0175e-02  7.7521e-01  1.0310e-02  7.9467e-01  1.0878e-02
