# Pb-Pb, \sqrt{s}=5.02 TeV, centrality 30-50%, MARTINI calculations
# |eta^{jet}| < 2.0, anti-k_t
# R, RAA(R)/RAA(R=0.2), stat. err (pt = (200 250], (250 300], (300 400], (400 500], (500 1000] [GeV/c])
2.0000e-01  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00
3.0000e-01  1.1067e+00  2.1989e-02  1.0806e+00  2.4480e-02  1.0748e+00  1.7958e-02  1.0908e+00  1.7870e-02  1.0886e+00  1.5636e-02
4.0000e-01  1.1932e+00  2.3337e-02  1.1355e+00  2.5075e-02  1.1571e+00  1.9710e-02  1.1396e+00  1.8075e-02  1.1438e+00  1.6017e-02
6.0000e-01  1.3251e+00  2.5307e-02  1.2368e+00  2.6263e-02  1.2699e+00  2.1948e-02  1.2406e+00  1.9243e-02  1.2334e+00  1.6972e-02
8.0000e-01  1.4621e+00  2.8166e-02  1.3163e+00  2.7822e-02  1.3565e+00  2.2960e-02  1.3229e+00  2.0416e-02  1.3027e+00  1.7625e-02
1.0000e+00  1.5291e+00  2.9163e-02  1.4021e+00  2.9758e-02  1.4180e+00  2.4085e-02  1.3825e+00  2.1319e-02  1.3489e+00  1.8162e-02
