# Pb-Pb, \sqrt{s}=5.02 TeV, centrality 0-10%, MARTINI calculations
# |eta^{jet}| < 2.0, anti-k_t
# R, RAA(R)/RAA(R=0.2), stat. err (pt = (200 250], (250 300], (300 400], (400 500], (500 1000] [GeV/c])
2.0000e-01  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00  1.0000e+00  0.0000e+00
3.0000e-01  1.1124e+00  2.8414e-02  1.1246e+00  2.7721e-02  1.1180e+00  2.3727e-02  1.1018e+00  1.9446e-02  1.1136e+00  1.7077e-02
4.0000e-01  1.2308e+00  2.6954e-02  1.2243e+00  2.8881e-02  1.2324e+00  2.5958e-02  1.1851e+00  2.0679e-02  1.2055e+00  1.8027e-02
6.0000e-01  1.5042e+00  3.3297e-02  1.4332e+00  3.2899e-02  1.4331e+00  2.9175e-02  1.3527e+00  2.2969e-02  1.3684e+00  1.9767e-02
8.0000e-01  1.6901e+00  3.6118e-02  1.6447e+00  3.7394e-02  1.5857e+00  3.1370e-02  1.4783e+00  2.5210e-02  1.5102e+00  2.1600e-02
1.0000e+00  1.9087e+00  4.2852e-02  1.7926e+00  4.0969e-02  1.7361e+00  3.4766e-02  1.6080e+00  2.8923e-02  1.6065e+00  2.2948e-02
