200	250	1.120956097051077	1.2444603877506344	1.0856842061022063
250	300	1.0917680009804391	1.17549526011401	1.0651354555432055
300	400	1.0697164069049487	1.1285848917140682	1.0488590139203382
400	500	1.0483192050618868	1.0863583366904035	1.0341270158072062
500	1000	1.0332651614659984	1.0588778664964682	1.024272502762173
